,Date,Open,High,Low,Close,Adj Close,Volume,Change,Type
0,2020-10-12,83.6500015258789,85.12999725341797,83.12000274658203,84.29000091552734,84.29000091552734,47669700,0.6399993896484375,1.0
1,2020-10-13,84.86000061035156,86.08999633789062,83.97000122070312,85.27999877929688,85.27999877929688,42764100,0.4199981689453125,1.0
2,2020-10-14,85.86000061035156,85.95999908447266,83.45999908447266,84.20999908447266,84.20999908447266,40403000,-1.6500015258789062,2.0
3,2020-10-15,83.4000015258789,84.72000122070312,82.41999816894531,83.12999725341797,83.12999725341797,33696400,-0.2700042724609375,2.0
4,2020-10-16,83.54000091552734,83.98999786376953,82.41000366210938,83.16999816894531,83.16999816894531,31474300,-0.37000274658203125,2.0
5,2020-10-19,83.62000274658203,84.6500015258789,81.52999877929688,82.0,82.0,36689100,-1.6200027465820312,2.0
6,2020-10-20,82.16000366210938,82.69000244140625,80.58000183105469,81.55999755859375,81.55999755859375,38219400,-0.600006103515625,2.0
7,2020-10-21,81.72000122070312,81.93000030517578,79.19000244140625,79.19999694824219,79.19999694824219,36426400,-2.5200042724609375,2.0
8,2020-10-22,79.6500015258789,80.81999969482422,78.41999816894531,79.41999816894531,79.41999816894531,38006800,-0.23000335693359375,2.0
9,2020-10-23,80.93000030517578,81.98999786376953,79.33000183105469,81.95999908447266,81.95999908447266,46557700,1.029998779296875,1.0
10,2020-10-26,82.55000305175781,84.97000122070312,80.86000061035156,82.2300033569336,82.2300033569336,69423700,-0.31999969482421875,2.0
11,2020-10-27,82.0,82.37000274658203,77.56999969482422,78.87999725341797,78.87999725341797,156669500,-3.1200027465820312,2.0
12,2020-10-28,78.7300033569336,78.95999908447266,75.76000213623047,76.4000015258789,76.4000015258789,76529900,-2.3300018310546875,2.0
13,2020-10-29,76.75,79.18000030517578,76.29000091552734,78.0199966430664,78.0199966430664,52784100,1.2699966430664062,1.0
14,2020-10-30,77.08999633789062,77.69999694824219,74.2300033569336,75.29000091552734,75.29000091552734,51349000,-1.7999954223632812,2.0
15,2020-11-02,75.8499984741211,76.33999633789062,73.76000213623047,74.69999694824219,74.69999694824219,45760700,-1.1500015258789062,2.0
16,2020-11-03,74.93000030517578,77.08000183105469,74.5999984741211,76.58000183105469,76.58000183105469,41231800,1.6500015258789062,1.0
17,2020-11-04,80.25,81.8499984741211,78.97000122070312,81.3499984741211,81.3499984741211,66579700,1.0999984741210938,1.0
18,2020-11-05,83.2699966430664,83.5,81.8499984741211,83.0,83.0,46542300,-0.26999664306640625,2.0
19,2020-11-06,83.5199966430664,86.08999633789062,82.66999816894531,85.87999725341797,85.87999725341797,53829900,2.3600006103515625,1.0
20,2020-11-09,84.23999786376953,87.05000305175781,82.7699966430664,83.12000274658203,83.12000274658203,58580700,-1.1199951171875,2.0
21,2020-11-10,81.93000030517578,82.12999725341797,77.62999725341797,77.98999786376953,77.98999786376953,67137200,-3.94000244140625,2.0
22,2020-11-11,79.38999938964844,81.47000122070312,78.97000122070312,81.27999877929688,81.27999877929688,44611300,1.8899993896484375,1.0
23,2020-11-12,81.31999969482422,83.0,80.30000305175781,81.83999633789062,81.83999633789062,37242600,0.5199966430664062,1.0
24,2020-11-13,82.7300033569336,83.11000061035156,80.69999694824219,81.43000030517578,81.43000030517578,30423200,-1.3000030517578125,2.0
25,2020-11-16,81.20999908447266,83.77999877929688,80.4800033569336,83.7300033569336,83.7300033569336,38640800,2.5200042724609375,1.0
26,2020-11-17,83.93000030517578,84.80999755859375,82.91000366210938,83.36000061035156,83.36000061035156,29473500,-0.5699996948242188,2.0
27,2020-11-18,83.01000213623047,83.95999908447266,82.22000122070312,82.54000091552734,82.54000091552734,29968000,-0.470001220703125,2.0
28,2020-11-19,82.38999938964844,85.63999938964844,81.72000122070312,85.54000091552734,85.54000091552734,50116800,3.1500015258789062,1.0
29,2020-11-20,85.27999877929688,86.0999984741211,84.47000122070312,84.63999938964844,84.63999938964844,35008400,-0.6399993896484375,2.0
30,2020-11-23,85.5199966430664,87.54000091552734,84.62000274658203,85.30999755859375,85.30999755859375,46505000,-0.20999908447265625,2.0
31,2020-11-24,85.72000122070312,86.11000061035156,83.31999969482422,85.06999969482422,85.06999969482422,36839200,-0.6500015258789062,2.0
32,2020-11-25,85.76000213623047,87.83999633789062,85.5199966430664,86.70999908447266,86.70999908447266,41349700,0.9499969482421875,1.0
33,2020-11-27,87.98999786376953,88.0,86.36000061035156,87.19000244140625,87.19000244140625,22717600,-0.7999954223632812,2.0
34,2020-11-30,87.33000183105469,92.73999786376952,86.52999877929688,92.66000366210938,92.66000366210938,84483000,5.3300018310546875,1.0
35,2020-12-01,92.25,93.9000015258789,90.77999877929688,92.62999725341795,92.62999725341795,58583600,0.37999725341795454,1.0
36,2020-12-02,92.88999938964844,96.37000274658205,92.52999877929688,93.73999786376952,93.73999786376952,57988800,0.8499984741210795,1.0
37,2020-12-03,94.05999755859376,94.6999969482422,92.01000213623048,92.30999755859376,92.30999755859376,35859700,-1.75,2.0
38,2020-12-04,92.58000183105469,94.58000183105469,90.62999725341795,94.04000091552734,94.04000091552734,45570300,1.4599990844726562,1.0
39,2020-12-07,94.9499969482422,95.0,92.97000122070312,94.06999969482422,94.06999969482422,39815700,-0.879997253417983,2.0
40,2020-12-08,94.0500030517578,94.73999786376952,91.9000015258789,92.91999816894531,92.91999816894531,33907500,-1.1300048828124858,2.0
