,Date,Open,High,Low,Close,Adj Close,Volume,Change,Type
0,2020-10-12,139.89500427246094,143.47000122070312,139.125,142.25999450683594,142.1112823486328,43474400,2.364990234375,1.0
1,2020-10-13,142.96499633789062,143.48500061035156,140.1875,142.4824981689453,142.33355712890625,34460400,-0.4824981689453125,1.0
2,2020-10-14,142.90499877929688,143.42750549316406,139.60000610351562,140.95249938964844,140.8051300048828,27610000,-1.9524993896484375,1.0
3,2020-10-15,138.10749816894528,140.0574951171875,137.67750549316406,139.69999694824222,139.553955078125,26722400,1.5924987792969318,1.0
4,2020-10-16,140.36749267578122,141.21499633789062,137.92500305175778,138.11500549316406,137.97061157226562,24239200,-2.252487182617159,1.0
5,2020-10-19,139.02999877929688,139.83500671386722,134.0675048828125,134.97749328613278,134.83638000488278,29806800,-4.052505493164091,1.0
6,2020-10-20,135.83500671386722,137.99749755859378,135.07000732421878,136.45500183105472,136.31234741210938,22921200,0.6199951171875,1.0
7,2020-10-21,136.25,137.91499328613278,134.77499389648438,135.24749755859378,135.10610961914062,21959600,-1.0025024414062216,1.0
8,2020-10-22,135.22500610351562,136.11749267578122,132.3175048828125,133.61000061035156,133.47030639648438,29048000,-1.6150054931640625,1.0
9,2020-10-23,134.5,135.9324951171875,132.91250610351562,135.90249633789062,135.76042175292972,23348400,1.402496337890625,1.0
10,2020-10-26,134.27000427246094,136.92750549316406,130.38499450683594,131.41250610351562,131.27513122558594,33689600,-2.8574981689453125,1.0
11,2020-10-27,133.05999755859378,134.41999816894528,131.91499328613278,133.96749877929688,133.82743835449222,25052000,0.9075012207030966,1.0
12,2020-10-28,131.97999572753906,132.60000610351562,126.08999633789062,126.2699966430664,126.13799285888672,37652000,-5.709999084472656,1.0
13,2020-10-29,128.38499450683594,131.92750549316406,127.5,130.24000549316406,130.10385131835938,32008000,1.855010986328125,1.0
14,2020-10-30,128.5,129.36500549316406,123.0,125.33999633789062,125.2089614868164,41682000,-3.160003662109375,1.0
15,2020-11-02,126.57749938964844,128.36749267578122,123.9499969482422,125.80750274658205,125.67598724365234,29965200,-0.769996643066392,1.0
16,2020-11-03,127.08499908447266,131.05000305175778,126.02749633789062,130.19500732421878,130.05889892578122,27290000,3.110008239746122,1.0
17,2020-11-04,133.89250183105472,138.27499389648438,133.3699951171875,137.9425048828125,137.79829406738278,41022800,4.050003051757784,1.0
18,2020-11-05,141.625,143.38999938964844,139.91000366210938,141.60000610351562,141.4519805908203,31902800,-0.024993896484375,1.0
19,2020-11-06,141.09750366210938,145.8874969482422,138.94999694824222,145.6199951171875,145.46775817871094,38334800,4.522491455078125,1.0
20,2020-11-09,145.52499389648438,146.9149932861328,136.10749816894528,136.3074951171875,136.16499328613278,58297600,-9.217498779296875,1.0
21,2020-11-10,136.06500244140622,136.06500244140622,126.28250122070312,127.6999969482422,127.56649017333984,64406800,-8.36500549316402,1.0
22,2020-11-11,130.53750610351562,134.35000610351562,129.48249816894528,134.17999267578122,134.03971862792972,40474400,3.6424865722655966,1.0
23,2020-11-12,134.78999328613278,137.66000366210938,133.16000366210938,134.5675048828125,134.42681884765622,36581200,-0.22248840332028408,1.0
24,2020-11-13,136.27250671386722,136.6875,130.59249877929688,132.97000122070312,132.83100891113278,34631200,-3.302505493164091,1.0
25,2020-11-16,131.72500610351562,136.4949951171875,131.55999755859378,135.15249633789062,135.01119995117188,41377600,3.427490234375,1.0
26,2020-11-17,135.52499389648438,135.96249389648438,133.03750610351562,134.22250366210938,134.08218383789062,31202800,-1.302490234375,1.0
27,2020-11-18,134.65249633789062,136.0574951171875,131.85000610351562,134.28750610351562,134.14710998535156,51092400,-0.364990234375,1.0
