,Date,Open,High,Low,Close,Adj Close,Volume,Change,Type
0,2020-10-12,82.41999816894531,83.16000366210938,81.2300033569336,82.8499984741211,82.8499984741211,1437500,0.43000030517578125,1.0
1,2020-10-13,83.47000122070312,86.2300033569336,83.11000061035156,85.83999633789062,85.83999633789062,2436300,2.3699951171875,1.0
2,2020-10-14,85.22000122070312,86.0,83.19999694824219,84.0,84.0,1580100,-1.220001220703125,2.0
3,2020-10-15,82.75,84.58000183105469,81.91000366210938,84.05999755859375,84.05999755859375,1650200,1.30999755859375,1.0
4,2020-10-16,85.19999694824219,85.93000030517578,84.33999633789062,84.38999938964844,84.38999938964844,1289400,-0.80999755859375,2.0
5,2020-10-19,85.5,88.2699966430664,85.33000183105469,86.33999633789062,86.33999633789062,1378700,0.839996337890625,1.0
6,2020-10-20,86.52999877929688,88.23999786376953,85.86000061035156,87.0199966430664,87.0199966430664,1226000,0.48999786376953125,1.0
7,2020-10-21,88.33000183105469,89.08000183105469,85.19999694824219,86.08000183105469,86.08000183105469,1696500,-2.25,2.0
8,2020-10-22,86.16999816894531,88.72000122070312,84.56999969482422,86.55000305175781,86.55000305175781,2421900,0.3800048828125,1.0
9,2020-10-23,86.08999633789062,87.0,85.2300033569336,86.76000213623047,86.76000213623047,1905500,0.6700057983398438,1.0
10,2020-10-26,87.02999877929688,89.98999786376953,84.80000305175781,86.69000244140625,86.69000244140625,3912100,-0.339996337890625,2.0
11,2020-10-27,80.33999633789062,82.23999786376953,75.81999969482422,77.11000061035156,77.11000061035156,8561800,-3.2299957275390625,2.0
12,2020-10-28,75.66000366210938,77.2300033569336,74.76000213623047,76.16999816894531,76.16999816894531,2350200,0.5099945068359375,1.0
13,2020-10-29,76.80000305175781,76.9000015258789,74.38999938964844,74.83999633789062,74.83999633789062,1488500,-1.9600067138671875,2.0
14,2020-10-30,74.47000122070312,75.70999908447266,72.54000091552734,73.44000244140625,73.44000244140625,2257900,-1.029998779296875,2.0
15,2020-11-02,74.8499984741211,75.5199966430664,71.91999816894531,72.87999725341797,72.87999725341797,1529500,-1.970001220703125,2.0
16,2020-11-03,73.66000366210938,74.47000122070312,72.51000213623047,73.16999816894531,73.16999816894531,1136000,-0.4900054931640625,2.0
17,2020-11-04,75.27999877929688,77.58999633789062,73.80000305175781,76.5999984741211,76.5999984741211,1673700,1.3199996948242188,1.0
18,2020-11-05,78.25,78.98999786376953,77.05999755859375,78.0,78.0,1491800,-0.25,2.0
19,2020-11-06,77.02999877929688,77.91000366210938,75.0,77.2300033569336,77.2300033569336,1216400,0.20000457763671875,1.0
20,2020-11-09,71.51000213623047,71.91999816894531,65.27999877929689,69.51000213623047,69.51000213623047,4495800,-2.0,2.0
21,2020-11-10,68.47000122070311,68.98999786376953,64.80000305175781,66.08999633789061,66.08999633789061,3600200,-2.3800048828125,2.0
22,2020-11-11,67.84999847412111,71.08999633789062,67.58000183105469,69.68000030517578,69.68000030517578,2920200,1.8300018310546733,1.0
23,2020-11-12,70.0,72.37999725341797,70.0,70.75,70.75,2315800,0.75,1.0
24,2020-11-13,70.97000122070312,71.88999938964844,69.58999633789061,70.38999938964844,70.38999938964844,1412800,-0.5800018310546875,2.0
25,2020-11-16,67.79000091552734,70.38999938964844,67.27999877929689,67.90000152587889,67.90000152587889,2563300,0.11000061035154829,1.0
26,2020-11-17,68.48000335693361,69.02999877929689,66.90000152587889,68.05000305175781,68.05000305175781,2325500,-0.43000030517579546,2.0
27,2020-11-18,68.05000305175781,70.0,67.09999847412111,69.04000091552734,69.04000091552734,2096500,0.9899978637695312,1.0
28,2020-11-19,69.58999633789061,71.55999755859375,69.58999633789061,70.56999969482422,70.56999969482422,2045200,0.980003356933608,1.0
29,2020-11-20,70.98999786376953,72.76000213623047,70.41999816894531,71.0199966430664,71.0199966430664,2091800,0.029998779296875,1.0
30,2020-11-23,70.83000183105469,71.73999786376953,70.41999816894531,71.33000183105469,71.33000183105469,2399200,0.5,1.0
31,2020-11-24,70.69999694824219,71.48999786376953,68.09999847412111,68.73000335693361,68.73000335693361,1989800,-1.9699935913085795,2.0
32,2020-11-25,69.44000244140625,73.31999969482422,68.45999908447266,72.56999969482422,72.56999969482422,3978000,3.1299972534179688,1.0
33,2020-11-27,73.5,75.25,72.75,75.01000213623047,75.01000213623047,1290400,1.5100021362304688,1.0
34,2020-11-30,77.43000030517578,78.48999786376953,75.26000213623047,77.93000030517578,77.93000030517578,2914600,0.5,1.0
35,2020-12-01,78.5,78.80000305175781,76.37999725341797,78.4000015258789,78.4000015258789,1619800,-0.09999847412109375,2.0
36,2020-12-02,77.66999816894531,77.94000244140625,75.45999908447266,76.02999877929688,76.02999877929688,1745000,-1.6399993896484375,2.0
37,2020-12-03,75.55000305175781,78.27999877929688,75.5,76.12999725341797,76.12999725341797,1555600,0.5799942016601562,1.0
38,2020-12-04,76.18000030517578,76.97000122070312,75.30000305175781,75.94000244140625,75.94000244140625,1155800,-0.23999786376953125,2.0
39,2020-12-07,76.94000244140625,78.94000244140625,76.23999786376953,78.4800033569336,78.4800033569336,1321800,1.5400009155273438,1.0
40,2020-12-08,79.0,79.7699966430664,77.79000091552734,79.30999755859375,79.30999755859375,1026300,0.30999755859375,1.0
41,2020-12-09,79.80000305175781,81.87000274658203,77.62000274658203,78.44000244140625,78.44000244140625,1781900,-1.3600006103515625,2.0
42,2020-12-10,78.30000305175781,81.37000274658203,78.0,80.56999969482422,80.56999969482422,2193500,2.2699966430664062,1.0
43,2020-12-11,80.95999908447266,82.75,80.06999969482422,81.94999694824219,81.94999694824219,1535200,0.9899978637695312,1.0
44,2020-12-14,81.2699966430664,84.33000183105469,81.0,83.45999908447266,83.45999908447266,1701700,2.19000244140625,1.0
45,2020-12-15,83.54000091552734,86.30000305175781,82.86000061035156,85.66000366210938,85.66000366210938,1709500,2.1200027465820312,1.0
46,2020-12-16,85.72000122070312,87.80999755859375,85.51000213623047,87.0199966430664,87.0199966430664,1573300,1.2999954223632812,1.0
47,2020-12-17,87.77999877929688,88.70999908447266,86.26000213623047,87.4800033569336,87.4800033569336,2115000,-0.29999542236328125,2.0
48,2020-12-18,87.5,88.7699966430664,86.30000305175781,87.5,87.5,2107800,0.0,3.0
49,2020-12-21,87.94999694824219,90.88999938964844,86.56999969482422,90.61000061035156,90.61000061035156,3225500,2.660003662109375,1.0
50,2020-12-22,91.0500030517578,95.1999969482422,90.31999969482422,93.88999938964844,93.88999938964844,2856900,2.839996337890639,1.0
51,2020-12-23,93.61000061035156,94.48999786376952,92.02999877929688,93.08000183105469,93.08000183105469,1468200,-0.529998779296875,2.0
52,2020-12-24,92.47000122070312,93.87000274658205,91.6500015258789,92.41000366210938,92.41000366210938,561000,-0.05999755859375,2.0
53,2020-12-28,93.19000244140624,93.69000244140624,90.31999969482422,91.70999908447266,91.70999908447266,1251100,-1.4800033569335795,2.0
54,2020-12-29,92.22000122070312,92.54000091552734,87.06999969482422,88.52999877929688,88.52999877929688,1488000,-3.69000244140625,2.0
55,2020-12-30,89.2300033569336,91.75,88.91000366210938,90.56999969482422,90.56999969482422,1331700,1.339996337890625,1.0
56,2020-12-31,91.06999969482422,91.38999938964844,89.5999984741211,90.33000183105469,90.33000183105469,820800,-0.7399978637695312,2.0
57,2021-01-04,90.25,90.54000091552734,85.87000274658203,87.33000183105469,87.33000183105469,1576700,-2.9199981689453125,2.0
