,symbol,close,tradingDate,symbol,open,tradingDate,Change,Type
0,FPT,98.9,2021-10-08,FPT,95.0,2021-10-08,3.9000000000000057,1.0
1,FPT,94.3,2021-10-07,FPT,94.9,2021-10-07,-0.6000000000000085,2.0
2,FPT,94.4,2021-10-06,FPT,94.5,2021-10-06,-0.09999999999999432,2.0
3,FPT,94.4,2021-10-05,FPT,95.0,2021-10-05,-0.5999999999999943,2.0
4,FPT,94.6,2021-10-04,FPT,93.0,2021-10-04,1.5999999999999943,1.0
5,FPT,92.9,2021-10-01,FPT,92.9,2021-10-01,0.0,3.0
6,FPT,93.0,2021-09-30,FPT,93.5,2021-09-30,-0.5,2.0
7,FPT,93.2,2021-09-29,FPT,93.0,2021-09-29,0.20000000000000284,1.0
8,FPT,93.0,2021-09-28,FPT,91.7,2021-09-28,1.2999999999999972,1.0
9,FPT,92.1,2021-09-27,FPT,92.9,2021-09-27,-0.8000000000000114,2.0
10,FPT,92.7,2021-09-24,FPT,93.2,2021-09-24,-0.5,2.0
11,FPT,93.1,2021-09-23,FPT,93.2,2021-09-23,-0.10000000000000853,2.0
12,FPT,93.2,2021-09-22,FPT,93.2,2021-09-22,0.0,3.0
13,FPT,93.5,2021-09-21,FPT,93.4,2021-09-21,0.09999999999999432,1.0
14,FPT,94.4,2021-09-20,FPT,96.0,2021-09-20,-1.5999999999999943,2.0
15,FPT,95.7,2021-09-17,FPT,95.5,2021-09-17,0.20000000000000284,1.0
16,FPT,94.7,2021-09-16,FPT,94.4,2021-09-16,0.29999999999999716,1.0
17,FPT,94.1,2021-09-15,FPT,93.8,2021-09-15,0.29999999999999716,1.0
18,FPT,93.8,2021-09-14,FPT,93.3,2021-09-14,0.5,1.0
19,FPT,93.0,2021-09-13,FPT,93.6,2021-09-13,-0.5999999999999943,2.0
20,FPT,93.5,2021-09-10,FPT,93.4,2021-09-10,0.09999999999999432,1.0
21,FPT,93.2,2021-09-09,FPT,93.1,2021-09-09,0.10000000000000853,1.0
22,FPT,93.1,2021-09-08,FPT,93.5,2021-09-08,-0.4000000000000057,2.0
