,symbol,close,tradingDate,symbol,open,tradingDate,Change,Type
50,MWG,104.415,2021-07-28,MWG,104.88,2021-07-28,-0.4649999999999892,2.0
51,MWG,105.013,2021-07-27,MWG,107.671,2021-07-27,-2.6580000000000013,2.0
52,MWG,106.541,2021-07-26,MWG,106.608,2021-07-26,-0.06700000000000728,2.0
53,MWG,107.472,2021-07-23,MWG,108.402,2021-07-23,-0.9300000000000068,2.0
54,MWG,109.798,2021-07-22,MWG,108.004,2021-07-22,1.793999999999997,1.0
55,MWG,108.602,2021-07-21,MWG,110.33,2021-07-21,-1.7279999999999944,2.0
56,MWG,109.399,2021-07-20,MWG,105.013,2021-07-20,4.385999999999996,1.0
57,MWG,104.016,2021-07-19,MWG,107.206,2021-07-19,-3.1899999999999977,2.0
58,MWG,111.726,2021-07-16,MWG,111.726,2021-07-16,0.0,3.0
59,MWG,111.061,2021-07-15,MWG,109.599,2021-07-15,1.4620000000000033,1.0
60,MWG,110.662,2021-07-14,MWG,114.982,2021-07-14,-4.319999999999993,2.0
61,MWG,116.312,2021-07-13,MWG,118.505,2021-07-13,-2.192999999999998,2.0
62,MWG,117.375,2021-07-12,MWG,116.976,2021-07-12,0.3990000000000009,1.0
63,MWG,117.309,2021-07-09,MWG,114.384,2021-07-09,2.924999999999997,1.0
64,MWG,114.65,2021-07-08,MWG,114.318,2021-07-08,0.33200000000000784,1.0
65,MWG,110.197,2021-07-07,MWG,106.342,2021-07-07,3.855000000000004,1.0
66,MWG,103.019,2021-07-06,MWG,111.992,2021-07-06,-8.972999999999999,2.0
67,MWG,110.662,2021-07-05,MWG,107.007,2021-07-05,3.655000000000001,1.0
68,MWG,104.215,2021-07-02,MWG,100.36,2021-07-02,3.855000000000004,1.0
69,MWG,100.427,2021-07-01,MWG,101.025,2021-07-01,-0.597999999999999,2.0
70,MWG,101.025,2021-06-30,MWG,97.702,2021-06-30,3.3230000000000075,1.0
71,MWG,97.702,2021-06-29,MWG,96.705,2021-06-29,0.9969999999999999,1.0
72,MWG,96.705,2021-06-28,MWG,96.04,2021-06-28,0.664999999999992,1.0
73,MWG,95.508,2021-06-25,MWG,95.708,2021-06-25,-0.20000000000000284,2.0
74,MWG,95.708,2021-06-24,MWG,95.641,2021-06-24,0.06699999999999307,1.0
75,MWG,95.708,2021-06-23,MWG,96.505,2021-06-23,-0.796999999999997,2.0
76,MWG,97.037,2021-06-22,MWG,97.037,2021-06-22,0.0,3.0
77,MWG,96.904,2021-06-21,MWG,93.448,2021-06-21,3.456000000000003,1.0
78,MWG,93.714,2021-06-18,MWG,93.382,2021-06-18,0.33199999999999363,1.0
79,MWG,92.385,2021-06-17,MWG,90.723,2021-06-17,1.6620000000000061,1.0
80,MWG,91.055,2021-06-16,MWG,91.587,2021-06-16,-0.5319999999999965,2.0
81,MWG,91.654,2021-06-15,MWG,91.787,2021-06-15,-0.13300000000000978,2.0
82,MWG,91.787,2021-06-14,MWG,91.72,2021-06-14,0.06700000000000728,1.0
83,MWG,91.055,2021-06-11,MWG,89.859,2021-06-11,1.1960000000000122,1.0
84,MWG,89.926,2021-06-10,MWG,89.726,2021-06-10,0.20000000000000284,1.0
85,MWG,90.657,2021-06-09,MWG,90.391,2021-06-09,0.26599999999999113,1.0
86,MWG,90.391,2021-06-08,MWG,90.391,2021-06-08,0.0,3.0
87,MWG,90.457,2021-06-07,MWG,91.388,2021-06-07,-0.9310000000000116,2.0
88,MWG,91.388,2021-06-04,MWG,92.385,2021-06-04,-0.9969999999999999,2.0
89,MWG,92.385,2021-06-03,MWG,92.916,2021-06-03,-0.5309999999999917,2.0
90,MWG,92.252,2021-06-02,MWG,90.391,2021-06-02,1.86099999999999,1.0
91,MWG,90.723,2021-06-01,MWG,91.388,2021-06-01,-0.6650000000000063,2.0
92,MWG,92.052,2021-05-31,MWG,93.049,2021-05-31,-0.9969999999999999,2.0
93,MWG,94.844,2021-05-28,MWG,94.644,2021-05-28,0.19999999999998863,1.0
94,MWG,94.644,2021-05-27,MWG,96.306,2021-05-27,-1.661999999999992,2.0
95,MWG,96.306,2021-05-26,MWG,97.037,2021-05-26,-0.7310000000000088,2.0
96,MWG,97.037,2021-05-25,MWG,97.037,2021-05-25,0.0,3.0
97,MWG,97.037,2021-05-24,MWG,96.373,2021-05-24,0.6640000000000015,1.0
98,MWG,96.638,2021-05-21,MWG,97.635,2021-05-21,-0.9969999999999999,2.0
99,MWG,99.696,2021-05-20,MWG,93.515,2021-05-20,6.180999999999997,1.0
100,MWG,94.179,2021-05-19,MWG,93.714,2021-05-19,0.4650000000000034,1.0
101,MWG,94.179,2021-05-18,MWG,94.046,2021-05-18,0.13299999999999557,1.0
102,MWG,94.046,2021-05-17,MWG,95.376,2021-05-17,-1.3299999999999983,2.0
103,MWG,94.711,2021-05-14,MWG,93.382,2021-05-14,1.3289999999999935,1.0
104,MWG,93.049,2021-05-13,MWG,92.052,2021-05-13,0.9969999999999999,1.0
105,MWG,92.717,2021-05-12,MWG,91.388,2021-05-12,1.3289999999999935,1.0
106,MWG,91.388,2021-05-11,MWG,91.388,2021-05-11,0.0,3.0
107,MWG,91.787,2021-05-10,MWG,93.049,2021-05-10,-1.2620000000000005,2.0
108,MWG,93.182,2021-05-07,MWG,93.714,2021-05-07,-0.5319999999999965,2.0
109,MWG,94.379,2021-05-06,MWG,93.647,2021-05-06,0.7319999999999993,1.0
110,MWG,93.647,2021-05-05,MWG,92.651,2021-05-05,0.9960000000000093,1.0
111,MWG,92.651,2021-05-04,MWG,92.052,2021-05-04,0.5989999999999895,1.0
112,MWG,93.647,2021-04-29,MWG,92.717,2021-04-29,0.9300000000000068,1.0
113,MWG,93.049,2021-04-28,MWG,93.049,2021-04-28,0.0,3.0
114,MWG,94.312,2021-04-27,MWG,94.711,2021-04-27,-0.3990000000000009,2.0
115,MWG,94.711,2021-04-26,MWG,97.968,2021-04-26,-3.257000000000005,2.0
116,MWG,98.034,2021-04-23,MWG,94.379,2021-04-23,3.655000000000001,1.0
117,MWG,94.711,2021-04-22,MWG,94.711,2021-04-22,0.0,3.0
118,MWG,94.711,2021-04-20,MWG,92.385,2021-04-20,2.3259999999999934,1.0
119,MWG,91.321,2021-04-19,MWG,89.726,2021-04-19,1.5949999999999989,1.0
120,MWG,89.061,2021-04-16,MWG,87.732,2021-04-16,1.3290000000000077,1.0
121,MWG,88.862,2021-04-15,MWG,90.125,2021-04-15,-1.2630000000000052,2.0
122,MWG,89.992,2021-04-14,MWG,88.729,2021-04-14,1.2630000000000052,1.0
123,MWG,89.66,2021-04-13,MWG,89.859,2021-04-13,-0.19899999999999807,2.0
124,MWG,89.66,2021-04-12,MWG,88.596,2021-04-12,1.063999999999993,1.0
125,MWG,88.596,2021-04-09,MWG,89.061,2021-04-09,-0.4650000000000034,2.0
126,MWG,89.061,2021-04-08,MWG,89.394,2021-04-08,-0.3329999999999984,2.0
127,MWG,89.394,2021-04-07,MWG,88.131,2021-04-07,1.2630000000000052,1.0
128,MWG,88.596,2021-04-06,MWG,88.729,2021-04-06,-0.13299999999999557,2.0
129,MWG,89.128,2021-04-05,MWG,90.391,2021-04-05,-1.2630000000000052,2.0
130,MWG,89.593,2021-04-02,MWG,90.324,2021-04-02,-0.7309999999999945,2.0
131,MWG,89.261,2021-04-01,MWG,86.403,2021-04-01,2.85799999999999,1.0
132,MWG,86.204,2021-03-31,MWG,86.004,2021-03-31,0.19999999999998863,1.0
133,MWG,86.004,2021-03-30,MWG,86.469,2021-03-30,-0.4649999999999892,2.0
134,MWG,86.469,2021-03-29,MWG,86.669,2021-03-29,-0.20000000000000284,2.0
135,MWG,86.403,2021-03-26,MWG,85.406,2021-03-26,0.9969999999999999,1.0
136,MWG,85.605,2021-03-25,MWG,86.071,2021-03-25,-0.465999999999994,2.0
137,MWG,86.336,2021-03-24,MWG,86.071,2021-03-24,0.26500000000000057,1.0
138,MWG,87.068,2021-03-23,MWG,87.068,2021-03-23,0.0,3.0
139,MWG,87.666,2021-03-22,MWG,88.264,2021-03-22,-0.597999999999999,2.0
140,MWG,88.397,2021-03-19,MWG,88.397,2021-03-19,0.0,3.0
141,MWG,88.796,2021-03-18,MWG,88.729,2021-03-18,0.06700000000000728,1.0
142,MWG,88.264,2021-03-17,MWG,88.729,2021-03-17,-0.4650000000000034,2.0
143,MWG,88.53,2021-03-16,MWG,88.197,2021-03-16,0.3329999999999984,1.0
144,MWG,88.197,2021-03-15,MWG,87.134,2021-03-15,1.0630000000000024,1.0
145,MWG,87.134,2021-03-12,MWG,88.397,2021-03-12,-1.2630000000000052,2.0
146,MWG,88.065,2021-03-11,MWG,87.865,2021-03-11,0.20000000000000284,1.0
147,MWG,86.735,2021-03-10,MWG,85.738,2021-03-10,0.9969999999999999,1.0
148,MWG,85.14,2021-03-09,MWG,86.403,2021-03-09,-1.2630000000000052,2.0
149,MWG,86.935,2021-03-08,MWG,87.865,2021-03-08,-0.9299999999999926,2.0
150,MWG,87.865,2021-03-05,MWG,87.932,2021-03-05,-0.06700000000000728,2.0
151,MWG,88.264,2021-03-04,MWG,90.657,2021-03-04,-2.3930000000000007,2.0
152,MWG,90.524,2021-03-03,MWG,90.922,2021-03-03,-0.39799999999999613,2.0
153,MWG,90.258,2021-03-02,MWG,90.058,2021-03-02,0.19999999999998863,1.0
154,MWG,89.593,2021-03-01,MWG,91.055,2021-03-01,-1.4620000000000033,2.0
155,MWG,89.726,2021-02-26,MWG,88.729,2021-02-26,0.9969999999999999,1.0
156,MWG,90.191,2021-02-25,MWG,89.726,2021-02-25,0.4650000000000034,1.0
157,MWG,88.929,2021-02-24,MWG,91.055,2021-02-24,-2.1260000000000048,2.0
158,MWG,90.524,2021-02-23,MWG,90.723,2021-02-23,-0.19899999999999807,2.0
159,MWG,91.055,2021-02-22,MWG,91.055,2021-02-22,0.0,3.0
160,MWG,91.454,2021-02-19,MWG,91.787,2021-02-19,-0.3330000000000126,2.0
161,MWG,92.717,2021-02-18,MWG,91.72,2021-02-18,0.9969999999999999,1.0
162,MWG,91.72,2021-02-17,MWG,86.735,2021-02-17,4.984999999999999,1.0
163,MWG,86.071,2021-02-09,MWG,85.074,2021-02-09,0.9969999999999999,1.0
164,MWG,85.406,2021-02-08,MWG,86.403,2021-02-08,-0.9969999999999999,2.0
165,MWG,86.735,2021-02-05,MWG,85.406,2021-02-05,1.3289999999999935,1.0
166,MWG,85.406,2021-02-04,MWG,84.741,2021-02-04,0.6650000000000063,1.0
167,MWG,84.741,2021-02-03,MWG,85.074,2021-02-03,-0.3329999999999984,2.0
168,MWG,85.074,2021-02-02,MWG,81.75,2021-02-02,3.323999999999998,1.0
169,MWG,82.216,2021-02-01,MWG,86.403,2021-02-01,-4.187000000000012,2.0
170,MWG,88.197,2021-01-29,MWG,82.083,2021-01-29,6.114000000000004,1.0
171,MWG,82.548,2021-01-28,MWG,83.412,2021-01-28,-0.8640000000000043,2.0
172,MWG,88.729,2021-01-27,MWG,87.4,2021-01-27,1.3289999999999935,1.0
173,MWG,87.732,2021-01-26,MWG,88.33,2021-01-26,-0.597999999999999,2.0
174,MWG,87.732,2021-01-25,MWG,84.608,2021-01-25,3.1239999999999952,1.0
175,MWG,84.542,2021-01-22,MWG,83.08,2021-01-22,1.4620000000000033,1.0
176,MWG,83.08,2021-01-21,MWG,82.747,2021-01-21,0.3329999999999984,1.0
177,MWG,81.618,2021-01-20,MWG,80.421,2021-01-20,1.1969999999999885,1.0
178,MWG,79.757,2021-01-19,MWG,83.545,2021-01-19,-3.7879999999999967,2.0
179,MWG,84.01,2021-01-18,MWG,84.941,2021-01-18,-0.9309999999999974,2.0
180,MWG,84.941,2021-01-15,MWG,85.074,2021-01-15,-0.13299999999999557,2.0
181,MWG,85.007,2021-01-14,MWG,83.877,2021-01-14,1.1300000000000097,1.0
182,MWG,83.877,2021-01-13,MWG,83.877,2021-01-13,0.0,3.0
183,MWG,83.877,2021-01-12,MWG,83.877,2021-01-12,0.0,3.0
184,MWG,83.877,2021-01-11,MWG,81.086,2021-01-11,2.790999999999997,1.0
185,MWG,80.953,2021-01-08,MWG,80.288,2021-01-08,0.6650000000000063,1.0
186,MWG,80.288,2021-01-07,MWG,80.089,2021-01-07,0.19899999999999807,1.0
187,MWG,80.621,2021-01-06,MWG,81.75,2021-01-06,-1.1290000000000049,2.0
188,MWG,81.019,2021-01-05,MWG,79.757,2021-01-05,1.2620000000000005,1.0
189,MWG,80.155,2021-01-04,MWG,79.424,2021-01-04,0.7309999999999945,1.0
190,MWG,79.025,2020-12-31,MWG,77.962,2020-12-31,1.0630000000000024,1.0
191,MWG,77.962,2020-12-30,MWG,77.896,2020-12-30,0.0660000000000025,1.0
192,MWG,77.896,2020-12-29,MWG,77.962,2020-12-29,-0.0660000000000025,2.0
193,MWG,77.962,2020-12-28,MWG,78.826,2020-12-28,-0.8639999999999901,2.0
194,MWG,78.76,2020-12-25,MWG,77.098,2020-12-25,1.6620000000000061,1.0
195,MWG,77.563,2020-12-24,MWG,78.494,2020-12-24,-0.9309999999999974,2.0
196,MWG,78.494,2020-12-23,MWG,79.823,2020-12-23,-1.3289999999999935,2.0
197,MWG,79.69,2020-12-22,MWG,77.231,2020-12-22,2.459000000000003,1.0
198,MWG,77.231,2020-12-21,MWG,76.433,2020-12-21,0.7979999999999876,1.0
199,MWG,76.433,2020-12-18,MWG,75.436,2020-12-18,0.9969999999999999,1.0
200,MWG,75.436,2020-12-17,MWG,76.766,2020-12-17,-1.3299999999999983,2.0
201,MWG,76.766,2020-12-16,MWG,77.098,2020-12-16,-0.33199999999999363,2.0
202,MWG,76.633,2020-12-15,MWG,76.566,2020-12-15,0.06699999999999307,1.0
203,MWG,76.899,2020-12-14,MWG,76.633,2020-12-14,0.26600000000000534,1.0
204,MWG,75.968,2020-12-11,MWG,75.636,2020-12-11,0.33200000000000784,1.0
205,MWG,75.636,2020-12-10,MWG,76.433,2020-12-10,-0.7970000000000113,2.0
206,MWG,76.433,2020-12-09,MWG,75.902,2020-12-09,0.5310000000000059,1.0
207,MWG,76.101,2020-12-08,MWG,75.835,2020-12-08,0.26600000000000534,1.0
208,MWG,75.968,2020-12-07,MWG,75.37,2020-12-07,0.597999999999999,1.0
209,MWG,75.702,2020-12-04,MWG,76.035,2020-12-04,-0.3329999999999984,2.0
210,MWG,76.234,2020-12-03,MWG,75.702,2020-12-03,0.5319999999999965,1.0
211,MWG,75.769,2020-12-02,MWG,76.5,2020-12-02,-0.7309999999999945,2.0
212,MWG,77.098,2020-12-01,MWG,75.237,2020-12-01,1.8610000000000042,1.0
213,MWG,77.098,2020-11-30,MWG,78.095,2020-11-30,-0.9969999999999999,2.0
214,MWG,76.766,2020-11-27,MWG,75.104,2020-11-27,1.6620000000000061,1.0
215,MWG,74.971,2020-11-26,MWG,74.439,2020-11-26,0.5320000000000107,1.0
216,MWG,74.439,2020-11-25,MWG,75.503,2020-11-25,-1.0640000000000072,2.0
217,MWG,74.439,2020-11-24,MWG,75.702,2020-11-24,-1.2630000000000052,2.0
218,MWG,75.237,2020-11-23,MWG,73.642,2020-11-23,1.5949999999999989,1.0
219,MWG,73.642,2020-11-20,MWG,74.506,2020-11-20,-0.8640000000000043,2.0
220,MWG,74.439,2020-11-19,MWG,74.107,2020-11-19,0.33199999999999363,1.0
221,MWG,73.509,2020-11-18,MWG,74.24,2020-11-18,-0.7309999999999945,2.0
222,MWG,74.439,2020-11-17,MWG,72.911,2020-11-17,1.5279999999999916,1.0
223,MWG,72.911,2020-11-16,MWG,74.307,2020-11-16,-1.3960000000000008,2.0
224,MWG,73.841,2020-11-13,MWG,73.775,2020-11-13,0.06599999999998829,1.0
225,MWG,73.841,2020-11-12,MWG,72.446,2020-11-12,1.394999999999996,1.0
226,MWG,71.781,2020-11-11,MWG,70.585,2020-11-11,1.1960000000000122,1.0
227,MWG,70.452,2020-11-10,MWG,71.648,2020-11-10,-1.195999999999998,2.0
228,MWG,70.252,2020-11-09,MWG,70.452,2020-11-09,-0.20000000000000284,2.0
229,MWG,69.787,2020-11-06,MWG,71.116,2020-11-06,-1.3289999999999935,2.0
230,MWG,70.983,2020-11-05,MWG,70.983,2020-11-05,0.0,3.0
231,MWG,70.983,2020-11-04,MWG,71.249,2020-11-04,-0.26599999999999113,2.0
232,MWG,71.249,2020-11-03,MWG,71.781,2020-11-03,-0.5320000000000107,2.0
233,MWG,70.717,2020-11-02,MWG,69.588,2020-11-02,1.1290000000000049,1.0
234,MWG,69.588,2020-10-30,MWG,68.591,2020-10-30,0.9969999999999999,1.0
235,MWG,67.992,2020-10-29,MWG,68.192,2020-10-29,-0.19999999999998863,2.0
236,MWG,69.787,2020-10-28,MWG,72.512,2020-10-28,-2.7249999999999943,2.0
237,MWG,73.11,2020-10-27,MWG,73.11,2020-10-27,0.0,3.0
238,MWG,73.11,2020-10-26,MWG,73.11,2020-10-26,0.0,3.0
239,MWG,73.11,2020-10-23,MWG,72.446,2020-10-23,0.6640000000000015,1.0
240,MWG,72.113,2020-10-22,MWG,69.92,2020-10-22,2.192999999999998,1.0
241,MWG,70.319,2020-10-21,MWG,71.116,2020-10-21,-0.796999999999997,2.0
242,MWG,70.983,2020-10-20,MWG,70.452,2020-10-20,0.5310000000000059,1.0
243,MWG,70.983,2020-10-19,MWG,71.382,2020-10-19,-0.3990000000000009,2.0
244,MWG,71.05,2020-10-16,MWG,71.771,2020-10-16,-0.7210000000000036,2.0
245,MWG,71.705,2020-10-15,MWG,71.443,2020-10-15,0.26200000000000045,1.0
246,MWG,71.443,2020-10-14,MWG,69.542,2020-10-14,1.9009999999999962,1.0
247,MWG,69.608,2020-10-13,MWG,70.46,2020-10-13,-0.8519999999999897,2.0
248,MWG,70.46,2020-10-12,MWG,71.443,2020-10-12,-0.9830000000000041,2.0
